0397b8c3-76da-45ff-b275-f09128a16c98	20150504	NA	DUBOLOGY - Battiti del 02/05/2015
462e5dfc-4438-4ca5-bf8f-eec8f78bfb7f	20150324	NA	STEVE COLEMAN E L'ANATOMIA DEL GROOVE - Battiti del 21/03/2015
48e8407b-360f-472f-969e-a1c2f24e713c	20220309	NA	Speciale Burnt Sugar
6650b178-b470-429f-b144-87670d6793ff	20140317	NA	Battiti del 16/03/2014 - Speciale John Lurie
7c6fec26-cad8-4db0-9943-5498f9e4a14b	20150420	NA	LIVE AT THE VILLAGE VANGUARD - Battiti del 18/04/2015
8b33bcba-33f5-4cc4-8024-89c214099afb	20190115	2014	BATTITI - The Ex del 27/04/2014
99706d9d-6aec-4691-ac52-d175e9c03851	20150427	NA	NOTE DI LIBERAZIONE - Battiti del 25/04/2015
