slug,title,station,grouped,multi_group,source_surfaces,mode,raw_group_count,raw_sections,raw_kinds,detected_by_current,current_group_count,current_group_kinds,missed_by_current,program_url,sample_labels,fetch_error
100damarconialdigitale,"100, da Marconi al digitale",radiotechete,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/100damarconialdigitale,,
100voltealbertosordi,100 Volte Alberto Sordi,radio2,True,True,tab_menu,group,2,,group,True,2,group,False,https://www.raiplaysound.it/programmi/100voltealbertosordi,Episodi | Clip,
10giugno1924mortediunademocrazia,10 giugno 1924. Morte di una democrazia,radio3,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/10giugno1924mortediunademocrazia,,
10notiziedalfuturo,10 Notizie dal futuro,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/10notiziedalfuturo,,
11settembre-americaannozero,11 settembre - America anno zero,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/11settembre-americaannozero,,
14-18grandeguerra100annidopo,14-18 Grande Guerra 100 anni dopo,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/14-18grandeguerra100annidopo,,
1492,1492,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/1492,,
16ottobre1943,16 Ottobre 1943,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/16ottobre1943,,
1802-ilfuneraledeiduepapi,1802 - Il funerale dei due papi,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/1802-ilfuneraledeiduepapi,,
1922,1922,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/1922,,
1939-1945laiiguerramondiale,1939-1945. La II Guerra Mondiale,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/1939-1945laiiguerramondiale,,
1943losbarcoinsicilia,1943 Lo sbarco in Sicilia ,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/1943losbarcoinsicilia,,
1944-lapartita,1944 - La partita,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/1944-lapartita,,
1944ilcrollodelreichnormandiaebagration,"1944, il crollo del Reich – Normandia e Bagration",,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/1944ilcrollodelreichnormandiaebagration,,
1968lannoribelle,"1968, l'anno ribelle",,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/1968lannoribelle,,
1970lavittoriadeilavoratori,"1970, la vittoria dei lavoratori",,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/1970lavittoriadeilavoratori,,
1970tripoliaddioquandoiprofughieravamonoi,1970 Tripoli addio. Quando i profughi eravamo noi,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/1970tripoliaddioquandoiprofughieravamonoi,,
1973quelledomenicheapiedi,1973: Quelle domeniche a piedi,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/1973quelledomenicheapiedi,,
1mnext,1 M Next,radio2,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/1mnext,,
20piccolimondi,20 piccoli mondi,radio3,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/20piccolimondi,,
21giornicileestadionacional1973,"21 giorni. Cile, Estadio Nacional 1973",,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/21giornicileestadionacional1973,,
25aprile-dietrolelineenemiche,25 Aprile - Dietro le linee nemiche,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/25aprile-dietrolelineenemiche,,
2giugno194670annidallarepubblica,2 giugno 1946: 70 anni dalla Repubblica,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/2giugno194670annidallarepubblica,,
3sullaluna,3 sulla Luna,radio3,True,True,filters|tab_menu,group,4,puntate-e-podcast,group,True,4,group,False,https://www.raiplaysound.it/programmi/3sullaluna,L'uomo è sulla Luna | Destinazione Luna | Segnati dalla Luna | Poeti sulla Luna,
4inviaggiopercorsiinaltoadige,4 in viaggio. Percorsi in Alto Adige,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/4inviaggiopercorsiinaltoadige,,
5incondotta,5 in condotta,radio2,False,False,,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/5incondotta,,
60annidellaperugiassisi,60 anni della PerugiAssisi,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/60annidellaperugiassisi,,
8settembre1943-unatragediaitaliana,8 settembre 1943 - Una tragedia italiana ,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/8settembre1943-unatragediaitaliana,,
8settembre1943laresaincondizionata,8 Settembre 1943. La resa incondizionata,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/8settembre1943laresaincondizionata,,
90epiu,90 e più,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/90epiu,,
9999unagrandevitalunga,9999. Una grande vita lunga,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/9999unagrandevitalunga,,
a3ilformatodellarte,A3 il formato dell'arte,radio3,True,True,tab_menu,group,3,,group,True,3,group,False,https://www.raiplaysound.it/programmi/a3ilformatodellarte,Episodi | Clip | Extra,
aalavoro,AA Lavoro,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/aalavoro,,
abcdarte,ABC d'arte,radio3,True,False,tab_menu,group,1,,group,True,1,group,False,https://www.raiplaysound.it/programmi/abcdarte,Clip,
abellezza-scandalosonapoli,'a bellezza - Scandaloso Napoli,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/abellezza-scandalosonapoli,,
abissidiariodaifondalidelpacifico,Abissi. Diario dai fondali del Pacifico,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/abissidiariodaifondalidelpacifico,,
aburottu,Aburottu,,True,True,filters|tab_menu,seasonal,2,episodi,season,True,2,season,False,https://www.raiplaysound.it/programmi/aburottu,Stagione 2 | Stagione 3,
acacciadellia,A caccia dell'IA,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/acacciadellia,,
achillelauro-lanottedisigonella,Achille Lauro - La notte di Sigonella,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/achillelauro-lanottedisigonella,,
achilleocchetto-leintervistedimarcodamilano,Achille Occhetto - Le interviste di Marco Damilano,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/achilleocchetto-leintervistedimarcodamilano,,
adaltavoce,Ad alta voce,radio3,True,True,tab_menu,group,2,,group,True,2,group,False,https://www.raiplaysound.it/programmi/adaltavoce,Episodi | Audiolibri,
adioscuba,Adios Cuba,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/adioscuba,,
adrianoolivetti-laforzadiunsogno,Adriano Olivetti - La forza di un sogno,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/adrianoolivetti-laforzadiunsogno,,
affestadas,Affestadas,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/affestadas,,
afghanistan20annidopo,Afghanistan: 20 anni dopo,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/afghanistan20annidopo,,
afghanistanunastoriadiguerre,Afghanistan: una storia di guerre,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/afghanistanunastoriadiguerre,,
afroamerica-blackmusicrevolution,Afroamerica - Black Music Revolution,,True,False,filters|tab_menu,seasonal,1,episodi,season,True,1,season,False,https://www.raiplaysound.it/programmi/afroamerica-blackmusicrevolution,2^ Stagione,
aggiungiunpostoinmacchina,Aggiungi un posto in macchina,isoradio,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/aggiungiunpostoinmacchina,,
agora,Agorà,,True,False,tab_menu,group,1,,group,True,1,group,False,https://www.raiplaysound.it/programmi/agora,Clip,
agostinodibartolomei-ilcapitanosilenzioso,Agostino Di Bartolomei - Il capitano silenzioso,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/agostinodibartolomei-ilcapitanosilenzioso,,
ainnuiimoi,A innui imoi,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/ainnuiimoi,,
aispalasdesupalcu,A is palas de su palcu,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/aispalasdesupalcu,,
aiutamiafaredasolo,Aiutami a fare da solo,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/aiutamiafaredasolo,,
albertazzivitamorteemiracoli,"Albertazzi: vita, morte e miracoli",,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/albertazzivitamorteemiracoli,,
album1968,Album 1968,radio3,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/album1968,,
alcatraz,Alcatraz,radio2,True,True,filters|tab_menu,seasonal,2,puntate,season,True,2,season,False,https://www.raiplaysound.it/programmi/alcatraz,Stagione 2012 | Stagione 2011,
alcidedegasperilastoriainunalettera,"Alcide De Gasperi, la storia in una lettera",,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/alcidedegasperilastoriainunalettera,,
aldomoroillungoaddio,Aldo Moro il lungo addio,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/aldomoroillungoaddio,,
aldomoroilprofessore,"Aldo Moro, il Professore",,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/aldomoroilprofessore,,
alessandrobariccoleggenovecento,Alessandro Baricco legge Novecento,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/alessandrobariccoleggenovecento,,
alfredino-unastoriaitaliana,Alfredino - Una storia italiana,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/alfredino-unastoriaitaliana,,
aliceandlewis,Alice & Lewis,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/aliceandlewis,,
alighieridurantedettodante,"Alighieri Durante, detto Dante",,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/alighieridurantedettodante,,
alimbaisorta,A limba isorta,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/alimbaisorta,,
allafinedellafiera-vocidiartigianicheguardanooltre,Alla fine della Fiera - Voci di artigiani che guardano oltre,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/allafinedellafiera-vocidiartigianicheguardanooltre,,
allaricerca,Alla ricerca,,True,True,filters|tab_menu,seasonal,4,puntate,season,True,4,season,False,https://www.raiplaysound.it/programmi/allaricerca,Stagione 4 | Stagione 3 | Stagione 2 | Stagione 1,
allaricercadelmestiereperduto,Alla ricerca del mestiere perduto,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/allaricercadelmestiereperduto,,
allascopertadelramodoro,Alla scoperta del ramo d'oro,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/allascopertadelramodoro,,
allasorgentedelsapere,Alla sorgente del sapere,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/allasorgentedelsapere,,
allemiespallelatvdellenotizie,Alle mie spalle – La tv delle notizie ,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/allemiespallelatvdellenotizie,,
alleottodellasera,Alle otto della sera,radio2,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/alleottodellasera,,
almanaccomafioso,Almanacco Mafioso,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/almanaccomafioso,,
almenocredo,Almeno credo,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/almenocredo,,
altritempi,Altri Tempi,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/altritempi,,
amanodisarmata,A mano disarmata,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/amanodisarmata,,
amarcordpolitik,Amarcord Politik,radiotechete,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/amarcordpolitik,,
america7,America7,,True,True,filters|tab_menu,seasonal,2,episodi,season,True,2,season,False,https://www.raiplaysound.it/programmi/america7,Stagione 2 | Stagione 1,
americascup-unasfidainfinita,America's Cup - Una sfida infinita,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/americascup-unasfidainfinita,,
ammajosdecolore,Ammajos de colore,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/ammajosdecolore,,
ammentosdeluxi,Ammentos de luxi,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/ammentosdeluxi,,
amnesia,Amnèsia,radio2,True,True,filters|tab_menu,group,2,puntate,group,True,2,group,False,https://www.raiplaysound.it/programmi/amnesia,Amnèsia 2008 | Amnèsia 2009,
amorecriminale,Amore Criminale,,True,True,filters|tab_menu,seasonal,6,raiplaysound-puntate-block,season,True,6,season,False,https://www.raiplaysound.it/programmi/amorecriminale,Stagione 2025 | Stagione 2024 | Stagione 2023 | Stagione 2022 | Stagione 2021,
anatomiadiunastrage,Anatomia di una strage,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/anatomiadiunastrage,,
anatomiadiunblitz,Anatomia di un blitz,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/anatomiadiunblitz,,
andalidorra,Andalidorra,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/andalidorra,,
andiamoa,Andiamo a,radiolivenapoli,True,True,filters|tab_menu,seasonal,2,puntate,season,True,2,season,False,https://www.raiplaysound.it/programmi/andiamoa,Stagione 2022 | Stagione 2021,
andreapazienzafumettirivoluzioneeriflusso,"Andrea Pazienza: fumetti, rivoluzione e riflusso",,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/andreapazienzafumettirivoluzioneeriflusso,,
angelochilegge,Angelo chi legge,,True,True,filters|tab_menu,group,4,episodi,group,True,4,group,False,https://www.raiplaysound.it/programmi/angelochilegge,Edizione 2025 | Edizione 2024 | Edizione 2023 | Edizione 2022,
angelodallemolle-ilgeniodimenticato,Angelo Dalle Molle - Il Genio dimenticato,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/angelodallemolle-ilgeniodimenticato,,
animalhouse,Animal House,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/animalhouse,,
annaeyusef,Anna e Yusef,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/annaeyusef,,
annamagnanidallalunaconamore,"Anna Magnani, dalla luna con amore",,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/annamagnanidallalunaconamore,,
ansia20,Ansia 2.0,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/ansia20,,
antennae,Antennae,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/antennae,,
antipapicronachedalmedioevo,"Antipapi, cronache dal medioevo",,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/antipapicronachedalmedioevo,,
antonia,Antonia,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/antonia,,
antonigramsciisannusdesapitzinnia,Antoni Gramsci: is annus de sa pitzinnia,,False,False,,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/antonigramsciisannusdesapitzinnia,,
antoniobardellinoilfantasmadelboss,Antonio Bardellino. Il fantasma del Boss,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/antoniobardellinoilfantasmadelboss,,
antropocene,Antropocene,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/antropocene,,
anzianianzino,Anziani... anzi no,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/anzianianzino,,
apensionecompleta,A pensione completa,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/apensionecompleta,,
apertoatutti,Aperto a tutti,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/apertoatutti,,
apocrifusbenisestaus,Apocrifus Beni Sestaus,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/apocrifusbenisestaus,,
appenaunminuto,Appena un minuto,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/appenaunminuto,,
appressoallamusica,Appresso alla Musica,radio1,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/appressoallamusica,,
approccioallacittaconsensocivico,Approccio alla città con senso civico,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/approccioallacittaconsensocivico,,
approccioallanaturaconsensocivico,Approccio alla natura con senso civico,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/approccioallanaturaconsensocivico,,
apustisdesuconnotu,A pustis de su connotu,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/apustisdesuconnotu,,
aqualcunopiaceradio2,A qualcuno piace Radio2,radio2,True,True,tab_menu,group,2,,group,True,2,group,False,https://www.raiplaysound.it/programmi/aqualcunopiaceradio2,Episodi | Clip,
arabora-cosirieintriciaicontus,Arabora - Cosiri e intriciai contus,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/arabora-cosirieintriciaicontus,,
arcanasarmonias,Arcanas Armonias,,False,False,,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/arcanasarmonias,,
archeopop,Archeopop,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/archeopop,,
archimedeilraccontodellascienza,"Archimede, il racconto della scienza",radiotechete,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/archimedeilraccontodellascienza,,
architetturatrentina,Architettura trentina,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/architetturatrentina,,
archividellafolliaincercadifrancobasaglia,Archivi della follia:  in cerca di Franco Basaglia,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/archividellafolliaincercadifrancobasaglia,,
archiviojazz,Archivio Jazz,radiotechete,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/archiviojazz,,
arcipelagosud,Arcipelago Sud,radio3,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/arcipelagosud,,
aroundnaples,Around Naples,radiolivenapoli,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/aroundnaples,,
arrazzejazz,Arrazz'e jazz,,False,False,,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/arrazzejazz,,
arrodasebois,Arrodas e bois,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/arrodasebois,,
artificialintelligence,Artificial Intelligence,radiolivenapoli,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/artificialintelligence,,
artishow,Artishow,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/artishow,,
artlover,#ArtLover!,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/artlover,,
artnight-auncertomomentoscattievitadiulianolucas,Art Night - A un certo momento. Scatti e vita di Uliano Lucas,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/artnight-auncertomomentoscattievitadiulianolucas,,
artnight-custodidellamemoria,Art Night - Custodi della memoria,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/artnight-custodidellamemoria,,
artnight-earthart,Art Night - Earth/Art,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/artnight-earthart,,
artnight-fiorisutela,Art Night - Fiori su tela ,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/artnight-fiorisutela,,
artnight-indaginicapolavoro,Art Night - Indagini capolavoro,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/artnight-indaginicapolavoro,,
artnight-lenigmasavinio,Art Night - L'enigma Savinio,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/artnight-lenigmasavinio,,
artnight-ombreelettriche,Art Night - Ombre Elettriche,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/artnight-ombreelettriche,,
artnight-parmigianino,Art Night - Parmigianino,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/artnight-parmigianino,,
artnight-salvarelarte,Art Night - Salvare l'arte,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/artnight-salvarelarte,,
artsoup-imparalarteenonmetterladaparte,Art Soup - Impara l'arte e non metterla da parte,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/artsoup-imparalarteenonmetterladaparte,,
ascoltasifasera,Ascolta si fa sera,radio1,True,True,filters|tab_menu,group,5,puntate,group,True,5,group,False,https://www.raiplaysound.it/programmi/ascoltasifasera,Puntate 2025 | Puntate 2024 | Puntate 2023 | Puntate 2022 | Puntate 2021,
aspassoconradic,A spasso con Radic,radiolivenapoli,True,True,filters|tab_menu,seasonal,2,a-spasso-con-radic-,season,True,2,season,False,https://www.raiplaysound.it/programmi/aspassoconradic,Stagione 2022 | Stagione 2020,
aspettandoidaviddidonatello2025,Aspettando i David di Donatello 2025,radio2,False,False,,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/aspettandoidaviddidonatello2025,,
aspettandoilre,Aspettando il Re,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/aspettandoilre,,
aspettandosanremo,Aspettando Sanremo,radio2,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/aspettandosanremo,,
aspettandovivarai2,Aspettando Viva Rai2!,,True,True,tab_menu,group,2,,group,True,2,group,False,https://www.raiplaysound.it/programmi/aspettandovivarai2,Episodi | Extra,
assaltoallambasciatausa-ilprimoscontrotrairaneoccidente,Assalto all'Ambasciata USA - Il primo scontro tra Iran e Occidente,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/assaltoallambasciatausa-ilprimoscontrotrairaneoccidente,,
astropolitica,Astropolitica,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/astropolitica,,
atrasvidas,Atras vidas,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/atrasvidas,,
atuttobit,A tutto bit,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/atuttobit,,
auditorium,Auditorium,,True,True,filters|tab_menu,seasonal,4,puntate,season,True,4,season,False,https://www.raiplaysound.it/programmi/auditorium,Ottava Stagione | Settima stagione | Sesta Stagione | Quinta stagione,
automatica-mente,Automatica-mente,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/automatica-mente,,
avantipop,Avanti Pop,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/avantipop,,
avantiveloce-viaggionelladhd,Avanti Veloce - Viaggio nell'ADHD,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/avantiveloce-viaggionelladhd,,
avanzi,Avanzi,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/avanzi,,
avoloradente,A volo radente,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/avoloradente,,
azzurro,Azzurro,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/azzurro,,
azzurrowinter,Azzurro winter,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/azzurrowinter,,
babbobastardo,Babbo bastardo,,True,True,filters|tab_menu,seasonal,2,episodi,season,True,2,season,False,https://www.raiplaysound.it/programmi/babbobastardo,Stagione 2 | Stagione 1,
babel,Babel,,True,True,filters|tab_menu,seasonal,4,episodi,season,True,4,season,False,https://www.raiplaysound.it/programmi/babel,Stagione 2025/2026 | Stagione 2024/2025 | Stagione 2023/2024 | Stagione 2022/2023,
babele,Babele,radio1,True,True,filters|tab_menu,group,5,puntate,group,True,5,group,False,https://www.raiplaysound.it/programmi/babele,Puntate 2025 | Puntate 2024 | Puntate 2023 | Puntate 2022 | Puntate 2021,
babes,Babes,,True,True,filters|tab_menu,seasonal,2,episodi,season,True,2,season,False,https://www.raiplaysound.it/programmi/babes,Stagione 2 | Stagione 1,
back2back,Back2Back,radio2,True,True,filters|tab_menu,group,4,clip,group,True,4,group,False,https://www.raiplaysound.it/programmi/back2back,Clip | Archivio | Clip | Extra,
backhome,Back home,isoradio,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/backhome,,
balene-amichepersempre,Balene - Amiche per sempre,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/balene-amichepersempre,,
bambinirubati,Bambini rubati,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/bambinirubati,,
barbapapa-unagrandefamigliafelice,Barbapapà - Una grande famiglia felice,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/barbapapa-unagrandefamigliafelice,,
battiti,Battiti,radio3,True,True,filters|tab_menu,mixed,5,puntate,group|replica|special,True,5,group|replica|special,False,https://www.raiplaysound.it/programmi/battiti,Repliche | Speciali | Giornata internazionale jazz 2014 | Episodi | Extra,
bearzot-ilcarrodelvincitore,Bearzot - Il carro del vincitore,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/bearzot-ilcarrodelvincitore,,
beatgraffiti-sulletraccedijackkerouac,Beat Graffiti - Sulle tracce di Jack Kerouac,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/beatgraffiti-sulletraccedijackkerouac,,
beatlesmania,BeatlesMania,radio2,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/beatlesmania,,
beforeigotosleep,Before I Go to Sleep,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/beforeigotosleep,,
belladamorire,Bella da morire,,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/belladamorire,,
bellestoriedonneeuomininellaresistenza,Belle storie. Donne e uomini nella Resistenza,radio3,False,False,tab_menu,flat,0,,,False,0,,False,https://www.raiplaysound.it/programmi/bellestoriedonneeuomininellaresistenza,,
